word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word.1,phonology,phonlength,AoA,subtlexzipf,conc,cat,AoA_obj,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,18-260,word,5,age,source,effect,ids.code,ids.code2,1,modern.english,middle.english,old.english,old.english.length
yesterday,5,950,950,1050,1050,yesterday,jEst@dI,7,4.58,5.03,3,Adverb,2,English,NA,3.450980392,0.009532476,7,14-490,yesterday,5,950,None,,14-490,14-490,1,yesterday,yesterdai,geostran dÃ_g,11
today,5,897,897,1103,1103,today,t@d1,4,4.77,5.96,2.57,Adverb,2,English,NA,3.450980392,0.324104167,4,14-470,today,5,897,None,,14-470,14-470,1,today,todai,toÌ„ dÃ_g(e),6
woman,5,893,893,1107,1107,woman,wUm@n,5,4.95,5.22,4.46,Noun,2,English,NA,3.450980392,0.095324755,5,2-220,woman,5,893,None,,2-220,2-220,1,woman,queÌ„ÌŒne,cweÌ„n,4
bruise,5,890,890,1110,1110,bruise,bruz,4,5.45,3.3,4.73,Noun,4,English,NA,3.450980392,0.324104167,4,4-852,bruise,5,890,None,,4-852,4-852,1,bruise,brisure,ben,3
understand,5,888,888,1112,1112,understand,Vnd@st{nd,9,6.17,5.32,2.28,Verb,2,English,NA,3.450980392,1.51E-07,9,17-160,understand,5,888,None,,17-160,17-160,1,understand,understonden,understandan,12
adze,5,880,880,1120,1120,adze,{dz,3,#N/A,2.4,#N/A,Noun,14,English,NA,3.450980392,0.390831496,3,9-251,adze,5,880,None,,9-251,9-251,1,adze,adese,,
worship,5,Late Old English,Late Old English,850,850,worship,w3SIp,5,7,3.89,2.62,Verb,4,English,NA,3.450980392,0.095324755,5,22-160,worship,5,Late Old English,None,,22-160,22-160,1,worship,worshipen,weorÎ¸ian,8
bird,5,800,800,1200,1200,bird,b3d,3,3.52,4.85,5,Noun,2,English,NA,3.450980392,0.390831496,3,3-581,bird,5,before 800,None,,3-581,3-581,1,bird,foul,fugel,5
answer,5,800,800,1200,1200,answer,#ns@R,5,5.43,5.56,2.89,Verb,2,English,NA,3.450980392,0.095324755,5,18-320,answer,5,before 800,None,,18-320,18-320,1,answer,answeren,andswarian,10
tired,5,725,725,1275,1275,tired,t2@d,4,4.62,4.64,3,Adjective,2,English,NA,3.450980392,0.324104167,4,4-910,tired,5,725,None,,4-910,4-910,1,tired,tered-e,weÌ„rig,5
empty,5,Early Old English,Early Old English,1100,1100,empty,EmptI,5,4.79,4.68,3.43,Adjective,2,English,NA,3.450980392,0.095324755,5,13-220,empty,5,Early Old English,None,,13-220,13-220,1,empty,empti,iÌ„del,4
ripe,5,Proto-West Germanic,Proto-West Germanic,2000,2000,ripe,r2p,3,7.11,3.7,3.3,Adjective,2,English,NA,3.450980392,0.390831496,3,5-123,ripe,5,Proto-West Germanic,None,,5-123,5-123,1,ripe,ripe,riÌ„pe,4
wrinkled,5,Proto-West Germanic,Proto-West Germanic,2000,2000,wrinkled,rINkPd,6,7.26,2.61,4.29,Adjective,NA,English,NA,3.450980392,0.009532476,6,15-890,wrinkled,5,Proto-West Germanic,None,,15-890,15-890,1,wrinkled,wrinkled,gewrinclod,10
unripe,5,Proto-West Germanic,Proto-West Germanic,2000,2000,unripe,Vnr2p,5,7.5,2.17,3.31,Adjective,2,English,NA,3.450980392,0.095324755,5,5-124,unripe,5,Proto-West Germanic,None,,5-124,5-124,1,green,grene,unriÌ„pe,6
alone,5,Proto-West Germanic,Proto-West Germanic,2000,2000,alone,@l5n,4,4.94,5.03,2.86,Adjective,2,English,NA,3.450980392,0.324104167,4,13-331,alone,5,Proto-West Germanic,None,,13-330,13-330,1,alone,al-on-e,aÌ„na,3
smart,5,Proto-West Germanic,Proto-West Germanic,2000,2000,smart,sm#t,4,5.5,4.49,1.75,Adjective,2,English,NA,3.450980392,0.324104167,4,16-840,smart,5,Proto-West Germanic,None,,16-840,16-840,1,clever,skilful,crÃ_ftig,7
stinking,5,Proto-West Germanic,Proto-West Germanic,2000,2000,stinking,stINkIN,7,#N/A,3.46,3.2,Adjective,NA,English,NA,3.450980392,0.009532476,7,15-260,stinking,5,Proto-West Germanic,None,,15-260,15-260,1,stinking,stinkinge,stincende,9
dull,5,Proto-West Germanic,Proto-West Germanic,2000,2000,dull,dVl,3,8.05,4.04,2.37,Adjective,2,English,NA,3.450980392,0.390831496,3,15-790,dull,5,Proto-West Germanic,None,,15-790,15-790,1,blunt,blont,aÌ„stynt,6
narrow,5,Proto-West Germanic,Proto-West Germanic,2000,2000,narrow,n{r5,4,7.57,4.25,3.04,Adjective,2,English,NA,3.450980392,0.324104167,4,12-620,narrow,5,Proto-West Germanic,None,,12-620,12-620,1,narrow,narw-e,nearu,5
soft,5,Proto-West Germanic,Proto-West Germanic,2000,2000,soft,sQft,4,3.95,4.68,3.88,Adjective,2,English,NA,3.450980392,0.324104167,4,15-750,soft,5,Proto-West Germanic,None,,15-750,15-750,1,soft,soft-e,softe,5
soon,5,Proto-West Germanic,Proto-West Germanic,2000,2000,soon,sun,3,4.83,5.3,1.79,Adverb,2,English,NA,3.450980392,0.390831496,3,14-331,soon,5,Proto-West Germanic,None,,14-331,14-331,1,soon,sone,tiÌ„mliÌ„ce,7
straight,5,Proto-West Germanic,Proto-West Germanic,2000,2000,straight,str1t,5,6.8,5.26,2.76,Adverb,2,English,NA,3.450980392,0.095324755,5,12-730,straight,5,Proto-West Germanic,None,,12-730,12-730,1,straight,streight,riht,4
loud,5,Proto-West Germanic,Proto-West Germanic,2000,2000,loud,l6d,3,4.54,4.48,3.73,Adverb,2,English,NA,3.450980392,0.390831496,3,15-450,loud,5,Proto-West Germanic,None,,15-450,15-450,1,loud,loud,hluÌ„d,4
before,5,Proto-West Germanic,Proto-West Germanic,2000,2000,before,bIf$R,5,5.45,5.88,1.96,Conjunction,2,English,NA,3.450980392,0.095324755,5,12-040,before,5,Proto-West Germanic,None,,12-040,Dec-40,1,before,bifore-n,beforaÌ„n,7
itch,5,Proto-West Germanic,Proto-West Germanic,2000,2000,itch,IJ,2,5.05,3.32,3.15,Noun,2,English,NA,3.450980392,0.142987133,2,4-854,itch,5,Proto-West Germanic,None,,4-854,4-854,1,itch,yicche,gicce,5
darkness,5,Proto-West Germanic,Proto-West Germanic,2000,2000,darkness,d#knIs,6,4.83,4.14,3.85,Noun,2,English,NA,3.450980392,0.009532476,6,1-620,darkness,5,Proto-West Germanic,None,,1-620,1-620,1,darkness,mirk-e,Î¸eÌ„ostru,7
bowl,5,Proto-West Germanic,Proto-West Germanic,2000,2000,bowl,b5l,3,4.26,4.69,4.87,Noun,2,English,NA,3.450980392,0.390831496,3,5-330,bowl,5,Proto-West Germanic,None,,5-330,5-330,1,bowl,bolle,wearr,5
beginning,5,Proto-West Germanic,Proto-West Germanic,2000,2000,beginning,bIgInIN,7,5.4,4.99,2.5,Noun,2,English,NA,3.450980392,0.009532476,7,14-251,beginning,5,Proto-West Germanic,None,,14-250,14-250,3,beginning,beginnen,angin,5
pound,5,Proto-West Germanic,Proto-West Germanic,2000,2000,pound,p6nd,4,6.79,4.51,4.61,Noun,2,English,NA,3.450980392,0.324104167,4,9-211,pound,5,Proto-West Germanic,None,,9-211,9-211,1,pound with fist,pounen,swingan,7
gnat,5,Proto-West Germanic,Proto-West Germanic,2000,2000,gnat,n{t,3,10.1,2.48,4.83,Noun,6,English,NA,3.450980392,0.390831496,3,3-831,gnat,5,Proto-West Germanic,None,,3-831,3-831,1,sandfly,migÌŒgÌŒe,gnÃ_t,4
lip,5,Proto-West Germanic,Proto-West Germanic,2000,2000,lip,lIp,3,3.79,3.91,4.96,Noun,2,English,NA,3.450980392,0.390831496,3,4-250,lip,5,Proto-West Germanic,None,,4-250,4-250,1,lip,lip-pe,weler,5
witch,5,Proto-West Germanic,Proto-West Germanic,2000,2000,witch,wIJ,3,4.78,4.06,4.17,Noun,2,English,NA,3.450980392,0.390831496,3,22-430,witch,5,Proto-West Germanic,None,,22-430,22-430,1,sorcerer,wicch-e,unlybwyrhta,11
anvil,5,Proto-West Germanic,Proto-West Germanic,2000,2000,anvil,{nvIl,5,10.79,2.97,4.96,Noun,8,English,NA,3.450980392,0.095324755,5,9-620,anvil,5,Proto-West Germanic,None,,9-620,9-620,1,anvil,anvelt,anfilte,7
broom,5,Proto-West Germanic,Proto-West Germanic,2000,2000,broom,brum,4,5.5,3.56,4.89,Noun,2,English,NA,3.450980392,0.324104167,4,9-380,broom,5,Proto-West Germanic,None,,9-380,9-380,1,broom,besm-e,bes(e)ma,6
hoe,5,Proto-West Germanic,Proto-West Germanic,2000,2000,hoe,h5,2,8.72,2.95,4.74,Noun,2,English,NA,3.450980392,0.142987133,2,8-250,hoe,5,Proto-West Germanic,None,,8-250,8-250,1,hoe,houe,weÌ„odhoÌ„c,7
bolt,5,Proto-West Germanic,Proto-West Germanic,2000,2000,bolt,b5lt,4,7.28,4,4.67,Noun,2,English,NA,3.450980392,0.324104167,4,7-231,bolt,5,Proto-West Germanic,None,,7-231,7-231,1,latch,dore pin,,
body,5,Proto-West Germanic,Proto-West Germanic,2000,2000,body,bQdI,4,4.28,5.18,4.79,Noun,2,English,NA,3.450980392,0.324104167,4,4-110,body,5,Proto-West Germanic,None,,4-110,4-110,1,body,bodi,liÌ„c(hama),7
speech,5,Proto-West Germanic,Proto-West Germanic,2000,2000,speech,spiJ,4,6.22,4.72,3.37,Noun,2,English,NA,3.450980392,0.324104167,4,18-222,speech,5,Proto-West Germanic,None,,18-222,18-222,1,speech,pronouncen,maÎ¸elian,8
linen,5,Proto-West Germanic,Proto-West Germanic,2000,2000,linen,lInIn,5,7.68,3.48,4.8,Noun,2,English,NA,3.450980392,0.095324755,5,6-230,linen,5,Proto-West Germanic,None,,6-230,6-230,1,linen,linen,liÌ„n(en),5
hole,5,Proto-West Germanic,Proto-West Germanic,2000,2000,hole,h5l,3,5.05,4.76,4.81,Noun,2,English,NA,3.450980392,0.390831496,3,12-850,hole,5,Proto-West Germanic,None,,12-850,12-850,1,hole,hol-e,hol,3
sheep,5,Proto-West Germanic,Proto-West Germanic,2000,2000,sheep,Sip,3,4.25,4.67,4.9,Noun,2,English,NA,3.450980392,0.390831496,3,3-250,sheep,5,Proto-West Germanic,None,,3-250,3-250,1,sheep,schep,sceÌ„ap,5
cheek,5,Proto-West Germanic,Proto-West Germanic,2000,2000,cheek,Jik,3,5.06,3.93,4.83,Noun,2,English,NA,3.450980392,0.390831496,3,4-208,cheek,5,Proto-West Germanic,None,,4-208,4-208,1,cheek,cheke,wange,5
rest,5,Proto-West Germanic,Proto-West Germanic,2000,2000,rest,rEst,4,4.22,5.28,3.03,Noun,2,English,NA,3.450980392,0.324104167,4,4-912,rest,5,Proto-West Germanic,None,,4-912,4-912,1,rest,resten,restan,6
rooster,5,Proto-West Germanic,Proto-West Germanic,2000,2000,rooster,rust@R,6,6.41,3.13,4.75,Noun,2,English,NA,3.450980392,0.009532476,6,3-520,rooster,5,Proto-West Germanic,None,,3-520,3-520,1,cock,cok,hana,4
leather,5,Proto-West Germanic,Proto-West Germanic,2000,2000,leather,lED@R,5,7.25,4.16,4.82,Noun,4,English,NA,3.450980392,0.095324755,5,6-290,leather,5,Proto-West Germanic,None,,6-290,6-290,1,leather,lether,leÎ¸er,5
kid,5,Proto-West Germanic,Proto-West Germanic,2000,2000,kid,kId,3,4.28,4.78,4.56,Noun,2,English,NA,3.450980392,0.390831496,3,3-380,kid,5,Proto-West Germanic,None,,3-380,3-380,1,kid,kide,ticcen,6
boar,5,Proto-West Germanic,Proto-West Germanic,2000,2000,boar,b$R,3,9.83,3.57,4.8,Noun,6,English,NA,3.450980392,0.390831496,3,3-320,boar,5,Proto-West Germanic,None,,3-320,3-320,1,boar,bor,baÌ„r,3
stove,5,Proto-West Germanic,Proto-West Germanic,2000,2000,stove,st5v,4,4.32,3.67,4.96,Noun,2,English,NA,3.450980392,0.324104167,4,7-320,stove,5,Proto-West Germanic,None,,7-320,7-320,1,stove,oven,(ofen),4
brain,5,Proto-West Germanic,Proto-West Germanic,2000,2000,brain,br1n,4,5.76,4.84,4.69,Noun,2,English,NA,3.450980392,0.324104167,4,4-203,brain,5,Proto-West Germanic,None,,4-203,4-203,1,brain,brain,brÃ_gen,6
snot,5,Proto-West Germanic,Proto-West Germanic,2000,2000,snot,snQt,4,5.47,3.41,4.48,Noun,4,English,NA,3.450980392,0.324104167,4,4-232,snot,5,Proto-West Germanic,None,,4-232,4-232,1,mucus,snotte,snofl,5
rudder,5,Proto-West Germanic,Proto-West Germanic,2000,2000,rudder,rVd@R,5,10.39,3.06,4.72,Noun,6,English,NA,3.450980392,0.095324755,5,10-860,rudder,5,Proto-West Germanic,None,,10-860,10-860,1,rudder,ster-e,steÌ„or(roÌ„Î¸or),10
nostril,5,Proto-West Germanic,Proto-West Germanic,2000,2000,nostril,nQstr@l,7,7.37,2.84,4.89,Noun,4,English,NA,3.450980392,0.009532476,7,4-231,nostril,5,Proto-West Germanic,None,,4-231,4-231,1,nostril,nostrille,nÃ_sÎ¸yrl,7
fin,5,Proto-West Germanic,Proto-West Germanic,2000,2000,fin,fIn,3,7.3,3.59,4.76,Noun,2,English,NA,3.450980392,0.390831496,3,3-652,fin,5,Proto-West Germanic,None,,3-652,3-652,1,fin,fin,finn,4
sieve,5,Proto-West Germanic,Proto-West Germanic,2000,2000,sieve,sIv,3,12.36,3.47,4.59,Noun,10,English,NA,3.450980392,0.390831496,3,5-470,sieve,5,Proto-West Germanic,None,,5-470,5-470,1,sieve,sive,siftan,6
sinew,5,Proto-West Germanic,Proto-West Germanic,2000,2000,sinew,sInju,5,12.56,2.94,#N/A,Noun,12,English,NA,3.450980392,0.095324755,5,4-465,sinew,5,Proto-West Germanic,None,,,,,,,,
ladder,5,Proto-West Germanic,Proto-West Germanic,2000,2000,ladder,l{d@R,5,4.4,4.16,5,Noun,2,English,NA,3.450980392,0.095324755,5,7-370,ladder,5,Proto-West Germanic,None,,7-370,7-370,1,ladder,ladder-e,hlÃ_Ì„der,6
spindle,5,Proto-West Germanic,Proto-West Germanic,2000,2000,spindle,spIndP,6,10.72,2.64,4.92,Noun,4,English,NA,3.450980392,0.009532476,6,6-320,spindle,5,Proto-West Germanic,None,,6-320,6-320,1,spindle,spindel,spinel,6
tick,5,Proto-West Germanic,Proto-West Germanic,2000,2000,tick,tIk,3,6.05,4.15,4.57,Noun,4,English,NA,3.450980392,0.390831496,3,3-835,tick,5,Proto-West Germanic,None,,,,,,,,
crowd,5,Proto-West Germanic,Proto-West Germanic,2000,2000,crowd,kr6d,4,7.14,4.76,4.52,Noun,2,English,NA,3.450980392,0.324104167,4,13-190,crowd,5,Proto-West Germanic,None,,13-190,13-190,1,multitude,multitude,menigu,6
stump,5,Proto-West Germanic,Proto-West Germanic,2000,2000,stump,stVmp,5,7.58,3.52,4.78,Noun,4,English,NA,3.450980392,0.095324755,5,8-720,stump,5,Proto-West Germanic,None,,8-720,8-720,1,tree stump,stumpe,stybb,5
claw,5,Proto-West Germanic,Proto-West Germanic,2000,2000,claw,kl$,3,4.7,4.22,4.83,Noun,2,English,NA,3.450980392,0.390831496,3,4-345,claw,5,Proto-West Germanic,None,,4-345,4-345,1,claw,claue,clifer,6
oat,5,Proto-West Germanic,Proto-West Germanic,2000,2000,oat,5t,2,5.83,2.71,5,Noun,NA,English,NA,3.450980392,0.142987133,2,8-460,oat,5,Proto-West Germanic,None,,8-460,8-460,1,oats,otes,aÌ„te,3
shovel,5,Proto-West Germanic,Proto-West Germanic,2000,2000,shovel,SVvP,4,6.28,3.55,4.97,Noun,2,English,NA,3.450980392,0.324104167,4,8-240,shovel,5,Proto-West Germanic,None,,8-240,8-240,1,shovel,shovel-e,scofl,5
one,5,Proto-West Germanic,Proto-West Germanic,2000,2000,one,wVn,3,3.23,6.56,3.97,Number,2,English,NA,3.450980392,0.390831496,3,13-010,one,5,Proto-West Germanic,None,,13-010,13-Oct,1,one,on,aÌ„n,2
above,5,Proto-West Germanic,Proto-West Germanic,2000,2000,above,@bVv,4,4.55,4.94,3.33,Preposition,2,English,NA,3.450980392,0.324104167,4,12-081,above,5,Proto-West Germanic,None,,12-080,Dec-80,3,above,,ofer,4
begin,5,Proto-West Germanic,Proto-West Germanic,2000,2000,begin,bIgIn,5,4.84,4.77,2.56,Verb,2,English,NA,3.450980392,0.095324755,5,14-250,begin,5,Proto-West Germanic,None,,14-250,14-250,1,begin,aginnen,(on)ginnan,8
play,5,Proto-West Germanic,Proto-West Germanic,2000,2000,play,pl1,3,4.1,5.69,3.24,Verb,2,English,NA,3.450980392,0.390831496,3,16-260,play,5,Proto-West Germanic,None,,16-260,16-260,1,play,pleien,plegian,7
make,5,Proto-West Germanic,Proto-West Germanic,2000,2000,make,m1k,3,4.68,6.14,2.67,Verb,2,English,NA,3.450980392,0.390831496,3,9-111,make,5,Proto-West Germanic,None,,9-110,9-110,3,make,maken,(ge)wyrcan,8
howl,5,Proto-West Germanic,Proto-West Germanic,2000,2000,howl,h6l,3,5.55,3.28,3.83,Verb,2,English,NA,3.450980392,0.390831496,3,18-190,howl,5,Proto-West Germanic,None,,18-190,18-190,1,howl,houlen,Î¸eÌ„otan,6
show,5,Proto-West Germanic,Proto-West Germanic,2000,2000,show,S5,2,6.21,5.77,3.97,Verb,2,English,NA,3.450980392,0.142987133,2,15-550,show,5,Proto-West Germanic,None,,15-550,15-550,1,show,sheuen,eÌ„awan,5
stammer,5,Proto-West Germanic,Proto-West Germanic,2000,2000,stammer,st{m@R,6,9.89,3.09,2.93,Verb,8,English,NA,3.450980392,0.009532476,6,18-211,stammer,5,Proto-West Germanic,None,,18-211,18-211,1,stutter,stutten,stamerian,9
lend,5,Proto-West Germanic,Proto-West Germanic,2000,2000,lend,lEnd,4,8.45,4.11,3.07,Verb,4,English,NA,3.450980392,0.324104167,4,11-610,lend,5,Proto-West Germanic,None,,11-610,11-610,1,lend,lenen,lÃ_Ì„nan,5
teach,5,Proto-West Germanic,Proto-West Germanic,2000,2000,teach,tiJ,3,4.67,4.57,3.15,Verb,4,English,NA,3.450980392,0.390831496,3,17-250,teach,5,Proto-West Germanic,None,,17-250,17-250,1,teach,techen,lÃ_Ì„ran,5
left,5,Proto-West Germanic,Proto-West Germanic,2000,2000,left,lEft,4,5.57,5.66,3.7,Verb,2,English,NA,3.450980392,0.324104167,4,12-420,left,5,Proto-West Germanic,None,,12-420,12-420,1,left,lift,win(e)stra,8
look,5,Proto-West Germanic,Proto-West Germanic,2000,2000,look,lUk,3,4.05,6.23,2.96,Verb,2,English,NA,3.450980392,0.390831496,3,15-520,look,5,Proto-West Germanic,None,,15-520,15-520,1,look,loken,wliÌ„tan,6
mow,5,Proto-West Germanic,Proto-West Germanic,2000,2000,mow,m5,2,6.76,3.18,4.32,Verb,4,English,NA,3.450980392,0.142987133,2,8-320,mow,5,Proto-West Germanic,None,,8-320,8-320,1,mow,mouen,maÌ„wan,5
fight,5,Proto-West Germanic,Proto-West Germanic,2000,2000,fight,f2t,3,5.47,5.04,4.2,Verb,2,English,NA,3.450980392,0.390831496,3,20-110,fight,5,Proto-West Germanic,None,,20-110,20-110,1,fight,fighten,feohtan,7
stretch,5,Proto-West Germanic,Proto-West Germanic,2000,2000,stretch,strEJ,5,5.47,4.38,3.62,Verb,2,English,NA,3.450980392,0.095324755,5,9-320,stretch,5,Proto-West Germanic,None,,9-320,9-320,1,stretch,strecchen,Î¸ennan,6
strike,5,Proto-West Germanic,Proto-West Germanic,2000,2000,strike,str2k,5,7.75,4.73,4.07,Verb,2,English,NA,3.450980392,0.095324755,5,9-210,strike,5,Proto-West Germanic,None,,9-210,9-210,1,strike,slen,hnÃ_ppan,7
bury,5,Proto-West Germanic,Proto-West Germanic,2000,2000,bury,bErI,4,6.28,4.07,3.82,Verb,4,English,NA,3.450980392,0.324104167,4,4-780,bury,5,Proto-West Germanic,None,,4-780,4-780,1,bury,birien,byr(i)gan,7
hope,5,Proto-West Germanic,Proto-West Germanic,2000,2000,hope,h5p,3,4.89,5.56,1.25,Verb,2,English,NA,3.450980392,0.390831496,3,16-630,hope,5,Proto-West Germanic,None,,16-630,16-630,1,hope,hope,hopa,4
hire,5,Proto-West Germanic,Proto-West Germanic,2000,2000,hire,h2@R,4,9,4.04,3.11,Verb,6,English,NA,3.450980392,0.324104167,4,11-770,hire,5,Proto-West Germanic,None,,11-770,11-770,1,hire,hiren,hyÌ„rian,6
rattle,5,Proto-West Germanic,Proto-West Germanic,2000,2000,rattle,r{tP,4,4.5,3.6,4.07,Verb,2,English,NA,3.450980392,0.324104167,4,18-740,rattle,5,Proto-West Germanic,None,,18-740,18-740,1,rattle,ratele,hrutan(?),6
speak,5,Proto-West Germanic,Proto-West Germanic,2000,2000,speak,spik,4,3.56,5.09,3.7,Verb,2,English,NA,3.450980392,0.324104167,4,18-210,speak,5,Proto-West Germanic,None,,18-210,18-210,1,speak,speken,sprecan,7
start,5,Proto-West Germanic,Proto-West Germanic,2000,2000,start,st#t,4,4.37,5.77,2.71,Verb,2,English,NA,3.450980392,0.324104167,4,14-250,start,5,Proto-West Germanic,None,,14-250,14-250,1,begin,aginnen,(on)ginnan,8
kneel,5,Proto-West Germanic,Proto-West Germanic,2000,2000,kneel,nil,3,6.95,3.22,4.31,Verb,2,English,NA,3.450980392,0.390831496,3,10-412,kneel,5,Proto-West Germanic,None,,10-412,10-412,1,kneel,knelen,cneÌ„ow(l)ian,9
scratch,5,Proto-West Germanic,Proto-West Germanic,2000,2000,scratch,skr{J,5,5.61,4.39,4.16,Verb,2,English,NA,3.450980392,0.095324755,5,4-854,scratch,5,Proto-West Germanic,None,,4-854,4-854,1,itch,yicche,gicce,5
snore,5,Proto-West Germanic,Proto-West Germanic,2000,2000,snore,sn$R,4,5.94,3.02,4.39,Verb,4,English,NA,3.450980392,0.324104167,4,4-612,snore,5,Proto-West Germanic,None,,4-612,4-612,1,snore,snoren,hruÌ„tan,6
felt,5,Proto-West Germanic,Proto-West Germanic,2000,2000,felt,fElt,4,6.1,5.15,3.04,Verb,2,English,NA,3.450980392,0.324104167,4,6-270,felt,5,Proto-West Germanic,None,,6-270,6-270,1,felt,felt,felt,4
shut,5,Proto-West Germanic,Proto-West Germanic,2000,2000,shut,SVt,3,4.89,4.85,3.38,Verb,4,English,NA,3.450980392,0.390831496,3,12-250,shut,5,Proto-West Germanic,None,,12-250,12-250,1,shut,shitten,beclyÌ„san,8
forget,5,Proto-West Germanic,Proto-West Germanic,2000,2000,forget,f@gEt,5,4.78,5.04,2.04,Verb,2,English,NA,3.450980392,0.095324755,5,17-320,forget,5,Proto-West Germanic,None,,17-320,17-320,1,forget,foryeten,forgietan,9
choke,5,Proto-West Germanic,Proto-West Germanic,2000,2000,choke,J5k,3,6.11,3.38,3.97,Verb,2,English,NA,3.450980392,0.390831496,3,5-190,choke,5,Proto-West Germanic,None,,5-190,5-190,1,choke,choken,(aÌ„)smorian,8
climb,5,Proto-West Germanic,Proto-West Germanic,2000,2000,climb,kl2m,4,5.3,4.45,4.11,Verb,2,English,NA,3.450980392,0.324104167,4,10-472,climb,5,Proto-West Germanic,None,,10-472,10-472,1,climb,climben,climban,7
smoke,5,Proto-West Germanic,Proto-West Germanic,2000,2000,smoke,sm5k,4,4,4.53,4.96,Verb,2,English,NA,3.450980392,0.324104167,4,8-690,smoke,5,Proto-West Germanic,None,,8-690,8-690,1,smoke,,,
worry,5,Proto-West Germanic,Proto-West Germanic,2000,2000,worry,wVrI,4,6.61,5.14,2.55,Verb,4,English,NA,3.450980392,0.324104167,4,16-330,worry,5,Proto-West Germanic,None,,16-330,16-330,1,anxiety,sorwe,dreÌ„fednes,9
lead,5,Proto-West Germanic,Proto-West Germanic,2000,2000,lead,lid,3,6.76,5.18,4.1,Verb,2,English,NA,3.450980392,0.390831496,3,10-640,lead,5,Proto-Germanic,None,,10-640,10-640,1,lead,leden,lÃ_Ì„dan,5
learn,5,Proto-West Germanic,Proto-West Germanic,2000,2000,learn,l3n,3,4.44,5.01,2.2,Verb,2,English,NA,3.450980392,0.390831496,3,17-240,learn,5,Proto-West Germanic,None,,17-240,17-240,1,learn,lernen,leornian,8
spread,5,Proto-West Germanic,Proto-West Germanic,2000,2000,spread,sprEd,5,5.72,4.62,3.68,Verb,2,English,NA,3.450980392,0.095324755,5,9-340,spread,5,Proto-West Germanic,None,,9-340,9-340,1,spread,spreden,brÃ_Ì„dan,6
key,5,Frisian-Old English,Frisian-Old English,850,850,key,ki,2,3.58,5.07,4.89,Noun,2,English,NA,3.450980392,0.142987133,2,7-240,key,5,Frisian-Old English,None,,7-240,7-240,1,key,keie,cÃ_Ì„g,3
day,5,Proto-Germanic,Proto-Germanic,2500,2500,day,d1,2,3.5,5.99,3.92,Noun,2,English,NA,3.450980392,0.142987133,2,14-411,day,5,Proto-Germanic,None,,14-410,14-410,1,day,dai,dÃ_g,3
child,5,Proto-Germanic,Proto-Germanic,2500,2500,child,J2ld,4,5.15,5.14,4.78,Noun,2,English,NA,3.450980392,0.324104167,4,2-430,child,5,Proto-Germanic,None,,2-430,2-430,1,offspring,ofspring,tuÌ„dor,5
spring,5,Proto-Germanic,Proto-Germanic,2500,2500,spring,sprIN,5,5.5,4.69,3.89,Noun,4,English,NA,3.450980392,0.095324755,5,14-750,spring,5,Proto-Germanic,None,,14-750,14-750,1,spring,lent-en,lencten,7
sail,5,Proto-Germanic,Proto-Germanic,2500,2500,sail,s1l,3,6.47,4.17,4.59,Verb,2,English,NA,3.450980392,0.390831496,3,10-880,sail,5,Proto-Germanic,None,,10-880,10-880,1,sail,seil-e,segl,4
green,5,Proto-Germanic,Proto-Germanic,2500,2500,green,grin,4,3.79,5.22,4.07,Adjective,2,English,NA,3.450980392,0.324104167,4,15-680,green,5,Proto-Germanic,None,,15-680,15-680,1,green,grene,greÌ„ne,5
weak,5,Proto-Germanic,Proto-Germanic,2500,2500,weak,wik,3,5.58,4.33,2.79,Adjective,4,English,NA,3.450980392,0.390831496,3,4-820,weak,5,Proto-Germanic,None,,4-820,4-820,1,weak,wok,waÌ„c,3
wide,5,Proto-Germanic,Proto-Germanic,2500,2500,wide,w2d,3,5.84,4.73,3.06,Adjective,2,English,NA,3.450980392,0.390831496,3,12-610,wide,5,Proto-Germanic,None,,12-610,12-610,1,wide,brod,braÌ„d,4
black,5,Proto-Germanic,Proto-Germanic,2500,2500,black,bl{k,4,3.56,5.26,3.76,Adjective,2,English,NA,3.450980392,0.324104167,4,15-650,black,5,Proto-Germanic,None,,15-650,15-650,1,black,blak,blÃ_c,4
hungry,5,Proto-Germanic,Proto-Germanic,2500,2500,hungry,hVNgrI,6,3.63,4.55,2.9,Adjective,2,English,NA,3.450980392,0.009532476,6,5-140,hungry,5,Proto-Germanic,None,,5-140,5-140,1,hunger,hunger,hungor,6
ready,5,Proto-Germanic,Proto-Germanic,2500,2500,ready,rEdI,4,5.53,5.52,2.07,Adjective,2,English,NA,3.450980392,0.324104167,4,14-290,ready,5,Proto-Germanic,None,,14-290,14-290,1,ready,redi,arod,4
bright,5,Proto-Germanic,Proto-Germanic,2500,2500,bright,br2t,4,6.58,4.82,3.92,Adjective,2,English,NA,3.450980392,0.324104167,4,15-570,bright,5,Proto-Germanic,None,,15-570,15-570,1,bright,bright,torht,5
hot,5,Proto-Germanic,Proto-Germanic,2500,2500,hot,hQt,3,3.37,5.14,4.31,Adjective,2,English,NA,3.450980392,0.390831496,3,15-850,hot,5,Proto-Germanic,None,,15-850,15-850,1,hot,hot,haÌ„t,3
